wave,n_u,temp,dens,val
3890.175483384695,8,20000.0,100000000.0,7.976e-27
3890.175483384695,8,20000.0,1000000000.0,8.488e-27
3890.175483384695,8,20000.0,10000000000.0,9.946e-27
3890.175483384695,8,20000.0,100000000000.0,1.14e-26
3890.175483384695,8,20000.0,1000000000000.0,1.187e-26
3890.175483384695,8,20000.0,10000000000000.0,1.196e-26
3890.175483384695,8,20000.0,100000000000000.0,1.197e-26
3890.175483384695,8,12500.0,100.0,1.074e-26
3890.175483384695,8,12500.0,1000.0,1.076e-26
3890.175483384695,8,12500.0,10000.0,1.079e-26
3890.175483384695,8,12500.0,100000.0,1.088e-26
3890.175483384695,8,12500.0,1000000.0,1.127e-26
3890.175483384695,8,12500.0,10000000.0,1.226e-26
3890.175483384695,8,12500.0,100000000.0,1.348e-26
3890.175483384695,8,12500.0,1000000000.0,1.516e-26
3890.175483384695,8,12500.0,10000000000.0,1.957e-26
3890.175483384695,8,12500.0,100000000000.0,2.422e-26
3890.175483384695,8,12500.0,1000000000000.0,2.574e-26
3890.175483384695,8,12500.0,10000000000000.0,2.603e-26
3890.175483384695,8,12500.0,100000000000000.0,2.609e-26
3890.175483384695,8,1000.0,100.0,6.615e-26
3890.175483384695,8,1000.0,1000.0,6.828e-26
3890.175483384695,8,1000.0,10000.0,7.209e-26
3890.175483384695,8,1000.0,100000.0,7.958e-26
3890.175483384695,8,1000.0,1000000.0,9.98e-26
3890.175483384695,8,1000.0,10000000.0,1.577e-25
3890.175483384695,8,1000.0,100000000.0,2.639e-25
3890.175483384695,8,1000.0,1000000000.0,5.007e-25
3890.175483384695,8,1000.0,10000000000.0,1.548e-24
3890.175483384695,8,1000.0,100000000000.0,5.142e-24
3890.175483384695,8,1000.0,1000000000000.0,8.249e-24
3890.175483384695,8,1000.0,10000000000000.0,9.315e-24
3890.175483384695,8,1000.0,100000000000000.0,9.56e-24
3890.175483384695,8,3000.0,100.0,3.227e-26
3890.175483384695,8,3000.0,1000.0,3.262e-26
3890.175483384695,8,3000.0,10000.0,3.325e-26
3890.175483384695,8,3000.0,100000.0,3.457e-26
3890.175483384695,8,3000.0,1000000.0,3.848e-26
3890.175483384695,8,3000.0,10000000.0,4.95e-26
3890.175483384695,8,3000.0,100000000.0,6.69e-26
3890.175483384695,8,3000.0,1000000000.0,9.459e-26
3890.175483384695,8,3000.0,10000000000.0,1.846e-25
3890.175483384695,8,3000.0,100000000000.0,3.311e-25
3890.175483384695,8,3000.0,1000000000000.0,3.94e-25
3890.175483384695,8,3000.0,10000000000000.0,4.089e-25
3890.175483384695,8,3000.0,100000000000000.0,4.122e-25
3890.175483384695,8,5000.0,100.0,2.237e-26
3890.175483384695,8,5000.0,1000.0,2.251e-26
3890.175483384695,8,5000.0,10000.0,2.276e-26
3890.175483384695,8,5000.0,100000.0,2.33e-26
3890.175483384695,8,5000.0,1000000.0,2.506e-26
3890.175483384695,8,5000.0,10000000.0,2.998e-26
3890.175483384695,8,5000.0,100000000.0,3.741e-26
3890.175483384695,8,5000.0,1000000000.0,4.801e-26
3890.175483384695,8,5000.0,10000000000.0,7.894e-26
3890.175483384695,8,5000.0,100000000000.0,1.197e-25
3890.175483384695,8,5000.0,1000000000000.0,1.346e-25
3890.175483384695,8,5000.0,10000000000000.0,1.378e-25
3890.175483384695,8,5000.0,100000000000000.0,1.384e-25
3836.4961138899394,9,10000.0,100.0,9.031e-27
3836.4961138899394,9,10000.0,1000.0,9.053e-27
3836.4961138899394,9,10000.0,10000.0,9.1e-27
3836.4961138899394,9,10000.0,100000.0,9.251e-27
3836.4961138899394,9,10000.0,1000000.0,9.867e-27
3836.4961138899394,9,10000.0,10000000.0,1.119e-26
3836.4961138899394,9,10000.0,100000000.0,1.275e-26
3836.4961138899394,9,10000.0,1000000000.0,1.532e-26
3836.4961138899394,9,10000.0,10000000000.0,2.098e-26
3836.4961138899394,9,10000.0,100000000000.0,2.453e-26
3836.4961138899394,9,10000.0,1000000000000.0,2.543e-26
3836.4961138899394,9,10000.0,10000000000000.0,2.559e-26
3836.4961138899394,9,10000.0,100000000000000.0,2.562e-26
3836.4961138899394,9,500.0,100.0,7.131e-26
3836.4961138899394,9,500.0,1000.0,7.564e-26
3836.4961138899394,9,500.0,10000.0,8.364e-26
3836.4961138899394,9,500.0,100000.0,1.013e-25
3836.4961138899394,9,500.0,1000000.0,1.581e-25
3836.4961138899394,9,500.0,10000000.0,3.148e-25
3836.4961138899394,9,500.0,100000000.0,6.317e-25
3836.4961138899394,9,500.0,1000000000.0,1.729e-24
3836.4961138899394,9,500.0,10000000000.0,8.612e-24
3836.4961138899394,9,500.0,100000000000.0,3.123e-23
3836.4961138899394,9,500.0,1000000000000.0,4.776e-23
3836.4961138899394,9,500.0,10000000000000.0,5.219e-23
3836.4961138899394,9,500.0,100000000000000.0,5.273e-23
3836.4961138899394,9,30000.0,100.0,3.331e-27
3836.4961138899394,9,30000.0,1000.0,3.331e-27
3836.4961138899394,9,30000.0,10000.0,3.332e-27
3836.4961138899394,9,30000.0,100000.0,3.347e-27
3836.4961138899394,9,30000.0,1000000.0,3.445e-27
3836.4961138899394,9,30000.0,10000000.0,3.54e-27
3836.4961138899394,9,30000.0,100000000.0,3.538e-27
3836.4961138899394,9,30000.0,1000000000.0,3.686e-27
3836.4961138899394,9,30000.0,10000000000.0,4.05e-27
3836.4961138899394,9,30000.0,100000000000.0,4.265e-27
3836.4961138899394,9,30000.0,1000000000000.0,4.32e-27
3836.4961138899394,9,30000.0,10000000000000.0,4.329e-27
3836.4961138899394,9,30000.0,100000000000000.0,4.331e-27
3836.4961138899394,9,7500.0,100.0,1.141e-26
3836.4961138899394,9,7500.0,1000.0,1.146e-26
3836.4961138899394,9,7500.0,10000.0,1.154e-26
3836.4961138899394,9,7500.0,100000.0,1.18e-26
3836.4961138899394,9,7500.0,1000000.0,1.279e-26
3836.4961138899394,9,7500.0,10000000.0,1.505e-26
3836.4961138899394,9,7500.0,100000000.0,1.779e-26
3836.4961138899394,9,7500.0,1000000000.0,2.24e-26
3836.4961138899394,9,7500.0,10000000000.0,3.299e-26
3836.4961138899394,9,7500.0,100000000000.0,3.993e-26
3836.4961138899394,9,7500.0,1000000000000.0,4.17e-26
3836.4961138899394,9,7500.0,10000000000000.0,4.203e-26
3836.4961138899394,9,7500.0,100000000000000.0,4.209e-26
3836.4961138899394,9,15000.0,100.0,6.372e-27
3836.4961138899394,9,15000.0,1000.0,6.38e-27
3836.4961138899394,9,15000.0,10000.0,6.397e-27
3836.4961138899394,9,15000.0,100000.0,6.466e-27
3836.4961138899394,9,15000.0,1000000.0,6.779e-27
3836.4961138899394,9,15000.0,10000000.0,7.35e-27
3836.4961138899394,9,15000.0,100000000.0,7.961e-27
3836.4961138899394,9,15000.0,1000000000.0,9.026e-27
3836.4961138899394,9,15000.0,10000000000.0,1.129e-26
3836.4961138899394,9,15000.0,100000000000.0,1.265e-26
3836.4961138899394,9,15000.0,1000000000000.0,1.3e-26
3836.4961138899394,9,15000.0,10000000000000.0,1.306e-26
3836.4961138899394,9,15000.0,100000000000000.0,1.307e-26
3836.4961138899394,9,20000.0,100.0,4.908e-27
3836.4961138899394,9,20000.0,1000.0,4.91e-27
3836.4961138899394,9,20000.0,10000.0,4.918e-27
3836.4961138899394,9,20000.0,100000.0,4.956e-27
3836.4961138899394,9,20000.0,1000000.0,5.148e-27
3836.4961138899394,9,20000.0,10000000.0,5.44e-27
3836.4961138899394,9,20000.0,100000000.0,5.692e-27
3836.4961138899394,9,20000.0,1000000000.0,6.219e-27
3836.4961138899394,9,20000.0,10000000000.0,7.345e-27
3836.4961138899394,9,20000.0,100000000000.0,8.014e-27
3836.4961138899394,9,20000.0,1000000000000.0,8.183e-27
3836.4961138899394,9,20000.0,10000000000000.0,8.214e-27
3836.4961138899394,9,20000.0,100000000000000.0,8.218e-27
3836.4961138899394,9,12500.0,100.0,7.475e-27
3836.4961138899394,9,12500.0,1000.0,7.487e-27
3836.4961138899394,9,12500.0,10000.0,7.515e-27
3836.4961138899394,9,12500.0,100000.0,7.614e-27
3836.4961138899394,9,12500.0,1000000.0,8.039e-27
3836.4961138899394,9,12500.0,10000000.0,8.882e-27
3836.4961138899394,9,12500.0,100000000.0,9.839e-27
3836.4961138899394,9,12500.0,1000000000.0,1.144e-26
3836.4961138899394,9,12500.0,10000000000.0,1.488e-26
3836.4961138899394,9,12500.0,100000000000.0,1.699e-26
3836.4961138899394,9,12500.0,1000000000000.0,1.752e-26
3836.4961138899394,9,12500.0,10000000000000.0,1.762e-26
3836.4961138899394,9,12500.0,100000000000000.0,1.763e-26
3836.4961138899394,9,1000.0,100.0,4.628e-26
3836.4961138899394,9,1000.0,1000.0,4.779e-26
3836.4961138899394,9,1000.0,10000.0,5.06e-26
3836.4961138899394,9,1000.0,100000.0,5.691e-26
3836.4961138899394,9,1000.0,1000000.0,7.725e-26
3836.4961138899394,9,1000.0,10000000.0,1.301e-25
3836.4961138899394,9,1000.0,100000000.0,2.152e-25
3836.4961138899394,9,1000.0,1000000000.0,4.486e-25
3836.4961138899394,9,1000.0,10000000000.0,1.48e-24
3836.4961138899394,9,1000.0,100000000000.0,3.236e-24
3836.4961138899394,9,1000.0,1000000000000.0,4.063e-24
3836.4961138899394,9,1000.0,10000000000000.0,4.298e-24
3836.4961138899394,9,1000.0,100000000000000.0,4.348e-24
3836.4961138899394,9,3000.0,100.0,2.253e-26
3836.4961138899394,9,3000.0,1000.0,2.278e-26
3836.4961138899394,9,3000.0,10000.0,2.325e-26
3836.4961138899394,9,3000.0,100000.0,2.444e-26
3836.4961138899394,9,3000.0,1000000.0,2.855e-26
3836.4961138899394,9,3000.0,10000000.0,3.882e-26
3836.4961138899394,9,3000.0,100000000.0,5.224e-26
3836.4961138899394,9,3000.0,1000000000.0,7.913e-26
3836.4961138899394,9,3000.0,10000000000.0,1.561e-25
3836.4961138899394,9,3000.0,100000000000.0,2.213e-25
3836.4961138899394,9,3000.0,1000000000000.0,2.402e-25
3836.4961138899394,9,3000.0,10000000000000.0,2.442e-25
3836.4961138899394,9,3000.0,100000000000000.0,2.451e-25
3836.4961138899394,9,5000.0,100.0,1.56e-26
3836.4961138899394,9,5000.0,1000.0,1.57e-26
3836.4961138899394,9,5000.0,10000.0,1.589e-26
3836.4961138899394,9,5000.0,100000.0,1.64e-26
3836.4961138899394,9,5000.0,1000000.0,1.828e-26
3836.4961138899394,9,5000.0,10000000.0,2.284e-26
3836.4961138899394,9,5000.0,100000000.0,2.853e-26
3836.4961138899394,9,5000.0,1000000000.0,3.868e-26
3836.4961138899394,9,5000.0,10000000000.0,6.4e-26
3836.4961138899394,9,5000.0,100000000000.0,8.212e-26
3836.4961138899394,9,5000.0,1000000000000.0,8.69e-26
3836.4961138899394,9,5000.0,10000000000000.0,8.783e-26
3836.4961138899394,9,5000.0,100000000000000.0,8.8e-26
3798.999495492867,10,10000.0,100.0,6.549e-27
3798.999495492867,10,10000.0,1000.0,6.566e-27
3798.999495492867,10,10000.0,10000.0,6.608e-27
3798.999495492867,10,10000.0,100000.0,6.778e-27
3798.999495492867,10,10000.0,1000000.0,7.414e-27
3798.999495492867,10,10000.0,10000000.0,8.548e-27
3798.999495492867,10,10000.0,100000000.0,9.773e-27
3798.999495492867,10,10000.0,1000000000.0,1.232e-26
3798.999495492867,10,10000.0,10000000000.0,1.607e-26
3798.999495492867,10,10000.0,100000000000.0,1.763e-26
3798.999495492867,10,10000.0,1000000000000.0,1.797e-26
3798.999495492867,10,10000.0,10000000000000.0,1.803e-26
3798.999495492867,10,10000.0,100000000000000.0,1.804e-26
3798.999495492867,10,500.0,100.0,5.22e-26
3798.999495492867,10,500.0,1000.0,5.543e-26
3798.999495492867,10,500.0,10000.0,6.166e-26
3798.999495492867,10,500.0,100000.0,7.784e-26
3798.999495492867,10,500.0,1000000.0,1.358e-25
3798.999495492867,10,500.0,10000000.0,2.712e-25
3798.999495492867,10,500.0,100000000.0,5.476e-25
3798.999495492867,10,500.0,1000000000.0,1.712e-24
3798.999495492867,10,500.0,10000000000.0,7.902e-24
3798.999495492867,10,500.0,100000000000.0,1.782e-23
3798.999495492867,10,500.0,1000000000000.0,2.23e-23
3798.999495492867,10,500.0,10000000000000.0,2.334e-23
3798.999495492867,10,500.0,100000000000000.0,2.34e-23
3798.999495492867,10,30000.0,100.0,2.41e-27
3798.999495492867,10,30000.0,1000.0,2.409e-27
3798.999495492867,10,30000.0,10000.0,2.411e-27
3798.999495492867,10,30000.0,100000.0,2.434e-27
3798.999495492867,10,30000.0,1000000.0,2.529e-27
3798.999495492867,10,30000.0,10000000.0,2.568e-27
3798.999495492867,10,30000.0,100000000.0,2.592e-27
3798.999495492867,10,30000.0,1000000000.0,2.757e-27
3798.999495492867,10,30000.0,10000000000.0,2.999e-27
3798.999495492867,10,30000.0,100000000000.0,3.099e-27
3798.999495492867,10,30000.0,1000000000000.0,3.121e-27
3798.999495492867,10,30000.0,10000000000000.0,3.124e-27
3798.999495492867,10,30000.0,100000000000000.0,3.125e-27
3798.999495492867,10,7500.0,100.0,8.283e-27
3798.999495492867,10,7500.0,1000.0,8.316e-27
3798.999495492867,10,7500.0,10000.0,8.391e-27
3798.999495492867,10,7500.0,100000.0,8.669e-27
3798.999495492867,10,7500.0,1000000.0,9.698e-27
3798.999495492867,10,7500.0,10000000.0,1.167e-26
3798.999495492867,10,7500.0,100000000.0,1.382e-26
3798.999495492867,10,7500.0,1000000000.0,1.84e-26
3798.999495492867,10,7500.0,10000000000.0,2.548e-26
3798.999495492867,10,7500.0,100000000000.0,2.848e-26
3798.999495492867,10,7500.0,1000000000000.0,2.913e-26
3798.999495492867,10,7500.0,10000000000000.0,2.925e-26
3798.999495492867,10,7500.0,100000000000000.0,2.927e-26
3798.999495492867,10,15000.0,100.0,4.616e-27
3798.999495492867,10,15000.0,1000.0,4.622e-27
3798.999495492867,10,15000.0,10000.0,4.639e-27
3798.999495492867,10,15000.0,100000.0,4.722e-27
3798.999495492867,10,15000.0,1000000.0,5.038e-27
3798.999495492867,10,15000.0,10000000.0,5.501e-27
3798.999495492867,10,15000.0,100000000.0,5.998e-27
3798.999495492867,10,15000.0,1000000000.0,7.05e-27
3798.999495492867,10,15000.0,10000000000.0,8.544e-27
3798.999495492867,10,15000.0,100000000000.0,9.156e-27
3798.999495492867,10,15000.0,1000000000000.0,9.289e-27
3798.999495492867,10,15000.0,10000000000000.0,9.312e-27
3798.999495492867,10,15000.0,100000000000000.0,9.315e-27
3798.999495492867,10,20000.0,100.0,3.553e-27
3798.999495492867,10,20000.0,1000.0,3.555e-27
3798.999495492867,10,20000.0,10000.0,3.563e-27
3798.999495492867,10,20000.0,100000.0,3.612e-27
3798.999495492867,10,20000.0,1000000.0,3.803e-27
3798.999495492867,10,20000.0,10000000.0,4.016e-27
3798.999495492867,10,20000.0,100000000.0,4.238e-27
3798.999495492867,10,20000.0,1000000000.0,4.766e-27
3798.999495492867,10,20000.0,10000000000.0,5.51e-27
3798.999495492867,10,20000.0,100000000000.0,5.814e-27
3798.999495492867,10,20000.0,1000000000000.0,5.88e-27
3798.999495492867,10,20000.0,10000000000000.0,5.892e-27
3798.999495492867,10,20000.0,100000000000000.0,5.894e-27
3798.999495492867,10,12500.0,100.0,5.417e-27
3798.999495492867,10,12500.0,1000.0,5.427e-27
3798.999495492867,10,12500.0,10000.0,5.453e-27
3798.999495492867,10,12500.0,100000.0,5.568e-27
3798.999495492867,10,12500.0,1000000.0,6.002e-27
3798.999495492867,10,12500.0,10000000.0,6.709e-27
3798.999495492867,10,12500.0,100000000.0,7.472e-27
3798.999495492867,10,12500.0,1000000000.0,9.05e-27
3798.999495492867,10,12500.0,10000000000.0,1.133e-26
3798.999495492867,10,12500.0,100000000000.0,1.226e-26
3798.999495492867,10,12500.0,1000000000000.0,1.246e-26
3798.999495492867,10,12500.0,10000000000000.0,1.25e-26
3798.999495492867,10,12500.0,100000000000000.0,1.251e-26
3798.999495492867,10,1000.0,100.0,3.381e-26
3798.999495492867,10,1000.0,1000.0,3.494e-26
3798.999495492867,10,1000.0,10000.0,3.717e-26
3798.999495492867,10,1000.0,100000.0,4.314e-26
3798.999495492867,10,1000.0,1000000.0,6.436e-26
3798.999495492867,10,1000.0,10000000.0,1.103e-25
3798.999495492867,10,1000.0,100000000.0,1.829e-25
3798.999495492867,10,1000.0,1000000000.0,4.309e-25
